study_hours,attendance_percentage,assignment_score,previous_exam_score,sleep_hours,class_participation,final_exam_score
20,78,69.6,64,8,74.1,68
10,85,89.2,92,5,80.8,65
19,93,85.2,80,8,88.4,71
19,77,63.2,54,7,73.1,64
24,86,75.8,69,9,81.7,72
20,98,86.0,78,7,93.1,69
24,94,75.4,63,7,89.3,70
24,77,62.0,52,6,73.1,66
33,86,75.8,69,9,81.7,70
18,67,70.6,73,4,63.6,62
14,82,89.8,95,8,77.9,66
21,99,96.6,95,7,94.0,70
15,81,77.4,75,7,77.0,63
29,97,83.2,74,7,92.1,73
18,76,79.6,82,7,72.2,70
17,100,77.8,63,8,95.0,71
17,83,71.6,64,6,78.8,65
24,62,54.8,50,7,58.9,64
19,83,65.6,54,8,78.8,66
16,71,63.8,59,6,67.4,82
30,61,73.6,82,8,58.0,68
15,93,73.8,61,8,88.4,67
20,71,62.0,56,6,67.4,68
24,92,85.4,81,5,87.4,69
10,72,78.6,83,6,68.4,63
23,68,59.0,53,7,64.6,66
14,99,93.0,89,7,94.0,68
25,74,77.6,80,9,70.3,71
14,84,75.6,70,6,79.8,69
24,84,93.0,99,6,79.8,70
27,82,63.4,51,8,77.9,70
25,97,85.0,77,6,92.1,73
22,87,69.6,58,6,82.6,68
19,76,70.0,66,6,72.2,65
17,94,71.8,57,4,89.3,72
29,67,76.6,83,8,63.6,67
16,82,74.8,70,8,77.9,68
14,98,98.6,99,8,93.1,69
24,85,83.8,83,10,80.8,70
15,93,94.8,96,9,88.4,69
14,86,71.6,62,6,81.7,68
11,94,77.2,66,9,89.3,65
17,98,80.0,68,7,93.1,70
20,71,83.6,92,6,67.4,65
21,67,63.4,61,6,63.6,61
26,79,89.8,97,7,75.0,69
23,88,66.4,52,7,83.6,67
19,69,84.0,94,9,65.6,65
19,60,67.8,73,8,57.0,63
23,74,75.2,76,6,70.3,67
28,99,99.6,100,5,94.0,76
21,88,91.6,94,8,83.6,70
17,76,87.4,95,8,72.2,67
14,68,74.6,79,9,64.6,66
11,74,88.4,98,7,70.3,65
24,67,77.2,84,8,63.6,65
23,64,80.2,91,8,60.8,63
23,96,90.0,86,5,91.2,74
19,100,93.4,89,7,95.0,72
28,67,76.0,82,8,63.6,68
17,62,76.4,86,8,58.9,62
26,73,72.4,72,7,69.4,65
20,78,82.2,85,10,74.1,69
16,68,65.6,64,10,64.6,61
24,72,78.0,82,7,68.4,67
22,68,72.8,76,7,64.6,66
22,91,93.4,95,8,86.4,70
20,89,86.0,84,7,84.6,72
20,85,82.0,80,9,80.8,69
34,75,69.6,66,5,71.2,68
27,96,94.2,93,7,91.2,74
24,99,71.4,53,8,94.0,70
21,67,83.8,95,9,63.6,67
26,69,77.4,83,5,65.6,68
23,81,67.8,59,6,77.0,69
20,64,82.6,95,4,60.8,66
18,77,70.4,66,6,73.1,66
20,83,68.0,58,5,78.8,68
1,81,72.0,66,8,77.0,60
21,73,88.0,98,7,69.4,69
17,82,85.6,88,7,77.9,66
30,98,96.8,96,7,93.1,77
20,68,66.2,65,9,64.6,63
13,86,66.8,54,5,81.7,66
20,62,71.6,78,4,58.9,64
14,63,69.6,74,8,59.8,63
23,82,84.4,86,6,77.9,68
22,64,71.8,77,5,60.8,65
26,61,66.4,70,8,58.0,65
15,67,56.8,50,4,63.6,64
20,83,77.0,73,6,78.8,68
12,88,68.8,56,4,83.6,62
24,68,84.8,96,7,64.6,67
23,87,92.4,96,9,82.6,73
23,67,80.8,90,6,63.6,69
20,85,68.8,58,6,80.8,65
22,76,64.6,57,10,72.2,66
30,86,81.2,78,8,81.7,73
18,100,91.6,86,10,95.0,72
21,98,96.2,95,7,93.1,72
13,60,81.0,95,7,57.0,61
15,95,72.8,58,9,90.2,69
21,63,85.2,100,7,59.8,66
27,98,74.0,58,7,93.1,74
18,71,83.6,92,4,67.4,64
19,75,77.4,79,10,71.2,66
18,64,76.0,84,8,60.8,64
17,64,73.6,80,7,60.8,66
22,89,91.4,93,8,84.6,72
11,98,88.4,82,5,93.1,71
28,84,88.8,92,6,79.8,70
16,89,70.4,58,8,84.6,67
24,90,91.8,93,7,85.5,71
12,71,88.4,100,8,67.4,63
24,62,74.6,83,7,58.9,64
24,60,83.4,99,8,57.0,64
22,74,66.2,61,5,70.3,65
14,70,82.6,91,9,66.5,65
21,62,59.6,58,6,58.9,62
13,67,72.4,76,7,63.6,65
18,65,75.8,83,6,61.8,64
26,97,88.6,83,7,92.1,74
25,66,76.8,84,7,62.7,67
20,82,72.4,66,8,77.9,66
14,84,93.0,99,8,79.8,70
24,82,62.8,50,8,77.9,68
20,64,74.2,81,6,60.8,64
6,73,85.0,93,8,69.4,58
25,62,81.8,95,7,58.9,65
20,76,82.0,86,7,72.2,68
27,68,74.6,79,8,64.6,64
13,82,76.6,73,5,77.9,66
1,88,78.4,72,4,83.6,92
22,81,75.0,71,9,77.0,69
22,77,81.8,85,7,73.1,68
10,75,82.2,87,8,71.2,63
14,94,83.2,76,6,89.3,64
37,69,79.8,87,9,65.6,68
18,89,81.2,76,8,84.6,67
24,90,69.0,55,7,85.5,68
16,77,86.6,93,7,73.1,66
7,72,85.2,94,4,68.4,66
19,79,69.4,63,8,75.0,68
18,64,79.0,89,9,60.8,64
18,62,70.4,76,7,58.9,63
19,64,59.2,56,7,60.8,62
22,67,68.8,70,7,63.6,66
19,80,64.4,54,9,76.0,65
12,94,91.0,89,9,89.3,66
23,69,63.6,60,6,65.6,66
8,97,73.6,58,8,92.1,69
8,98,75.2,60,7,93.1,67
24,98,75.8,61,8,93.1,75
23,94,88.0,84,6,89.3,73
20,75,79.2,82,9,71.2,66
12,63,58.8,56,8,59.8,61
16,83,84.8,86,9,78.8,68
18,82,73.0,67,5,77.9,67
10,94,81.4,73,5,89.3,66
16,100,73.6,56,10,95.0,69
24,80,83.0,85,9,76.0,69
29,74,71.0,69,6,70.3,67
17,67,76.0,82,8,63.6,65
25,60,66.6,71,6,57.0,63
9,80,63.2,52,4,76.0,63
24,82,83.8,85,4,77.9,66
15,93,84.0,78,7,88.4,66
22,80,75.2,72,9,76.0,69
19,97,74.8,60,9,92.1,72
28,85,82.6,81,9,80.8,70
15,94,76.0,64,8,89.3,68
24,66,69.0,71,7,62.7,66
18,94,69.4,53,9,89.3,67
19,87,88.2,89,4,82.6,68
19,67,59.8,55,8,63.6,62
15,68,84.2,95,5,64.6,64
20,97,94.6,93,6,92.1,71
20,61,83.8,99,8,58.0,65
21,79,88.6,95,8,75.0,69
21,73,88.6,99,6,69.4,65
25,87,91.2,94,8,82.6,71
26,94,71.2,56,8,89.3,69
14,74,72.8,72,7,70.3,65
25,77,63.2,54,7,73.1,66
13,99,85.8,77,10,94.0,68
24,91,82.0,76,7,86.4,72
24,96,96.0,96,7,91.2,74
9,78,90.0,98,7,74.1,64
21,69,65.4,63,7,65.6,64
17,76,77.8,79,8,72.2,63
15,89,79.4,73,9,84.6,66
28,64,71.8,77,7,60.8,67
16,71,74.6,77,6,67.4,64
15,62,82.4,96,10,58.9,62
20,77,87.8,95,7,73.1,66
24,93,70.8,56,4,88.4,71
19,61,64.6,67,10,58.0,63
27,87,87.6,88,9,82.6,72
23,97,89.2,84,9,92.1,71
7,69,76.8,82,9,65.6,61
17,88,95.2,100,10,83.6,71
17,99,79.8,67,5,94.0,69
23,98,84.8,76,6,93.1,74
4,69,87.0,99,6,65.6,61
35,64,76.6,85,6,60.8,68
23,66,75.6,82,7,62.7,67
21,88,70.0,58,6,83.6,70
27,89,72.8,62,5,84.6,69
34,87,76.2,69,6,82.6,72
25,73,73.0,73,7,69.4,66
26,67,71.8,75,9,63.6,67
21,83,90.2,95,6,78.8,70
19,79,64.6,55,8,75.0,68
17,89,72.8,62,5,84.6,68
15,78,65.4,57,4,74.1,65
16,74,81.8,87,7,70.3,63
12,72,88.2,99,6,68.4,62
20,68,84.2,95,6,64.6,66
10,71,80.0,86,6,67.4,62
21,64,56.2,51,6,60.8,61
20,74,69.8,67,6,70.3,63
21,61,80.2,93,6,58.0,65
17,67,76.6,83,5,63.6,64
38,90,72.0,60,4,85.5,74
28,73,73.0,73,4,69.4,70
13,87,67.2,54,10,82.6,63
21,89,81.2,76,7,84.6,68
16,83,90.2,95,9,78.8,69
14,98,70.4,52,7,93.1,70
12,61,73.0,81,7,58.0,62
23,90,73.2,62,7,85.5,71
16,98,99.2,100,8,93.1,69
26,94,69.4,53,5,89.3,69
26,67,75.4,81,6,63.6,68
28,73,67.0,63,7,69.4,65
15,67,83.2,94,4,63.6,65
23,84,67.2,56,9,79.8,65
24,88,77.8,71,9,83.6,72
17,73,64.6,59,4,69.4,63
15,82,86.8,90,6,77.9,68
30,88,76.0,68,7,83.6,72
21,77,66.2,59,8,73.1,66
24,94,89.2,86,9,89.3,71
15,91,91.0,91,6,86.4,67
13,63,69.0,73,10,59.8,61
17,85,75.4,69,7,80.8,70
19,69,76.8,82,7,65.6,64
14,82,82.6,83,8,77.9,64
20,98,89.0,83,7,93.1,68
10,95,76.4,64,7,90.2,70
13,76,88.6,97,10,72.2,65
24,72,65.4,61,7,68.4,67
24,69,69.0,69,6,65.6,65
18,81,70.8,64,6,77.0,65
14,65,84.2,97,9,61.8,65
14,82,87.4,91,8,77.9,66
18,60,78.6,91,5,57.0,62
24,73,59.2,50,5,69.4,63
26,69,78.0,84,7,65.6,63
17,99,76.8,62,8,94.0,70
13,89,94.4,98,6,84.6,67
22,74,75.8,77,4,70.3,66
15,64,72.4,78,5,60.8,63
17,81,73.2,68,9,77.0,66
28,69,73.8,77,8,65.6,67
25,81,84.6,87,9,77.0,68
21,93,84.0,78,9,88.4,67
12,85,83.2,82,6,80.8,66
21,85,78.4,74,6,80.8,71
26,82,84.4,86,7,77.9,69
18,97,95.8,95,8,92.1,72
28,97,70.6,53,9,92.1,70
28,81,65.4,55,10,77.0,68
30,72,79.2,84,8,68.4,68
22,78,72.6,69,8,74.1,67
24,67,65.2,64,10,63.6,62
28,85,69.4,59,7,80.8,67
23,80,79.4,79,9,76.0,69
17,64,65.8,67,8,60.8,64
17,68,72.2,75,8,64.6,66
21,79,90.4,98,7,75.0,69
12,96,91.2,88,5,91.2,70
19,83,87.2,90,8,78.8,69
27,87,68.4,56,8,82.6,72
7,74,69.2,66,6,70.3,61
29,83,66.2,55,7,78.8,68
27,78,90.0,98,6,74.1,68
17,86,84.8,84,6,81.7,66
23,62,55.4,51,6,58.9,65
20,80,76.4,74,5,76.0,66
27,72,66.6,63,6,68.4,67
26,73,75.4,77,8,69.4,68
12,98,74.6,59,9,93.1,67
24,67,58.6,53,10,63.6,63
19,72,68.4,66,6,68.4,64
20,80,71.0,65,9,76.0,66
16,95,89.6,86,8,90.2,69
30,77,75.2,74,7,73.1,70
26,90,75.0,65,8,85.5,72
16,94,85.0,79,9,89.3,71
12,72,61.2,54,6,68.4,63
18,76,80.2,83,6,72.2,68
23,74,63.8,57,6,70.3,67
21,93,75.6,64,6,88.4,69
28,62,63.2,64,9,58.9,65
25,72,72.6,73,6,68.4,69
26,87,93.6,98,6,82.6,71
22,83,72.8,66,7,78.8,67
12,77,69.2,64,7,73.1,64
19,82,67.6,58,6,77.9,68
26,68,69.2,70,10,64.6,67
20,77,66.2,59,6,73.1,62
23,80,66.2,57,7,76.0,68
18,96,94.2,93,4,91.2,72
14,70,59.8,53,7,66.5,61
19,95,89.6,86,5,90.2,67
22,86,70.4,60,6,81.7,70
16,61,55.0,51,4,58.0,59
19,89,89.6,90,6,84.6,70
14,61,75.4,85,7,58.0,60
27,100,80.2,67,7,95.0,74
18,95,70.4,54,6,90.2,68
29,72,69.6,68,7,68.4,67
29,70,63.4,59,6,66.5,67
20,75,88.2,97,7,71.2,66
14,74,75.2,76,7,70.3,63
7,75,88.8,98,7,71.2,62
11,73,70.0,68,7,69.4,64
12,85,80.8,78,6,80.8,68
28,67,62.8,60,8,63.6,65
21,94,91.6,90,8,89.3,71
22,92,68.0,52,7,87.4,68
7,79,82.6,85,9,75.0,62
13,94,79.6,70,7,89.3,68
25,70,75.4,79,7,66.5,68
22,61,72.4,80,7,58.0,67
19,85,85.6,86,7,80.8,67
23,78,67.2,60,6,74.1,70
30,83,79.4,77,4,78.8,69
19,96,81.0,71,7,91.2,70
20,99,78.0,64,8,94.0,69
21,85,79.0,75,5,80.8,70
34,91,95.2,98,9,86.4,72
7,63,83.4,97,5,59.8,59
24,66,64.8,64,6,62.7,64
19,89,92.0,94,10,84.6,72
23,77,87.2,94,8,73.1,70
16,78,68.4,62,7,74.1,63
20,72,76.8,80,7,68.4,66
24,84,89.4,93,9,79.8,72
39,67,72.4,76,5,63.6,71
25,85,74.8,68,9,80.8,71
15,67,76.6,83,6,63.6,62
17,63,60.6,59,8,59.8,62
17,73,64.0,58,6,69.4,64
9,69,82.8,92,10,65.6,65
18,96,69.6,52,7,91.2,68
24,62,78.8,90,5,58.9,67
12,67,65.8,65,8,63.6,61
26,82,77.2,74,9,77.9,68
23,79,77.8,77,9,75.0,68
16,62,77.6,88,7,58.9,62
19,60,80.4,94,8,57.0,62
30,100,94.0,90,6,95.0,74
24,86,81.8,79,8,81.7,68
20,75,70.2,67,8,71.2,66
19,79,77.2,76,4,75.0,67
20,71,59.6,52,5,67.4,65
17,74,66.8,62,7,70.3,66
7,86,75.2,68,7,81.7,67
32,95,77.6,66,7,90.2,76
21,67,59.8,55,7,63.6,66
22,94,69.4,53,9,89.3,68
20,65,68.6,71,8,61.8,63
16,69,60.0,54,4,65.6,65
19,61,62.8,64,10,58.0,63
10,66,70.8,74,4,62.7,59
34,97,74.8,60,8,92.1,74
13,78,63.6,54,5,74.1,62
14,63,68.4,72,9,59.8,59
17,98,82.4,72,7,93.1,71
28,95,95.6,96,8,90.2,73
20,90,69.6,56,4,85.5,68
13,97,87.4,81,8,92.1,68
28,69,67.2,66,8,65.6,66
24,93,70.8,56,8,88.4,69
23,88,77.2,70,8,83.6,70
24,95,80.6,71,7,90.2,74
34,92,77.6,68,7,87.4,75
33,74,82.4,88,6,70.3,71
16,91,91.6,92,6,86.4,71
30,70,62.2,57,9,66.5,65
22,73,64.0,58,6,69.4,65
23,64,68.2,71,4,60.8,65
10,97,78.4,66,6,92.1,67
19,72,83.4,91,8,68.4,67
15,81,92.4,100,7,77.0,67
25,76,65.8,59,8,72.2,71
26,98,92.0,88,4,93.1,72
8,73,77.2,80,4,69.4,62
20,91,85.6,82,7,86.4,70
27,94,75.4,63,9,89.3,72
19,77,63.8,55,4,73.1,64
24,75,76.2,77,8,71.2,66
22,90,84.6,81,9,85.5,69
22,97,97.6,98,7,92.1,71
18,90,86.4,84,8,85.5,68
13,69,70.8,72,7,65.6,63
13,96,98.4,100,7,91.2,71
24,76,71.8,69,8,72.2,65
20,83,68.0,58,10,78.8,66
19,93,85.8,81,6,88.4,68
17,68,65.0,63,7,64.6,61
18,91,94.0,96,6,86.4,71
26,84,76.2,71,7,79.8,70
18,96,72.6,57,7,91.2,66
12,67,61.0,57,9,63.6,61
24,77,80.0,82,9,73.1,67
19,93,78.0,68,8,88.4,72
20,61,65.2,68,9,58.0,65
30,64,74.2,81,6,60.8,68
20,100,76.6,61,6,95.0,70
22,71,62.6,57,8,67.4,63
13,99,89.4,83,7,94.0,69
19,67,56.8,50,10,63.6,62
24,74,86.6,95,4,70.3,71
11,90,71.4,59,8,85.5,64
21,86,77.6,72,8,81.7,69
21,83,69.8,61,6,78.8,71
20,81,69.0,61,6,77.0,63
26,94,92.8,92,6,89.3,72
22,69,75.0,79,5,65.6,66
29,78,70.8,66,9,74.1,69
14,66,64.2,63,10,62.7,60
21,84,70.2,61,6,79.8,68
21,70,74.8,78,6,66.5,65
14,73,81.4,87,5,69.4,67
26,79,69.4,63,5,75.0,66
34,61,64.6,67,6,58.0,68
20,64,77.2,86,9,60.8,63
23,87,87.0,87,10,82.6,73
21,77,66.8,60,6,73.1,66
16,95,79.4,69,6,90.2,67
9,88,91.0,93,5,83.6,66
16,60,76.2,87,8,57.0,60
12,85,68.8,58,8,80.8,67
30,64,67.0,69,7,60.8,67
19,91,95.8,99,6,86.4,70
18,100,85.6,76,9,95.0,69
25,81,84.0,86,8,77.0,68
13,87,67.8,55,8,82.6,67
15,69,82.8,92,8,65.6,63
20,78,79.2,80,7,74.1,70
26,94,73.0,59,6,89.3,71
23,67,68.2,69,8,63.6,67
21,71,60.8,54,8,67.4,64
20,78,84.6,89,8,74.1,66
22,88,87.4,87,5,83.6,70
21,75,75.0,75,8,71.2,65
14,97,82.6,73,7,92.1,68
20,64,69.4,73,6,60.8,65
14,75,61.2,52,8,71.2,65
20,88,76.0,68,7,83.6,69
17,69,61.2,56,10,65.6,63
35,86,69.8,59,8,81.7,70
20,67,85.6,98,7,63.6,64
12,62,62.6,63,7,58.9,62
19,65,70.4,74,5,61.8,66
23,97,95.2,94,9,92.1,73
30,82,75.4,71,7,77.9,72
16,92,82.4,76,7,87.4,68
11,73,64.0,58,5,69.4,62
25,84,72.0,64,8,79.8,67
12,80,77.0,75,6,76.0,62
17,98,80.0,68,6,93.1,72
18,90,67.2,52,7,85.5,67
20,89,77.6,70,6,84.6,68
24,62,79.4,91,6,58.9,65
16,82,66.4,56,7,77.9,79
18,79,62.2,51,9,75.0,66
20,97,72.4,56,8,92.1,68
21,70,78.4,84,8,66.5,65
21,71,82.4,90,8,67.4,67
23,76,61.6,52,6,72.2,67
25,70,84.4,94,9,66.5,67
22,65,74.6,81,4,61.8,68
23,94,83.2,76,8,89.3,72
11,82,70.6,63,8,77.9,65
20,94,79.0,69,7,89.3,65
23,93,95.4,97,6,88.4,70
24,71,86.0,96,7,67.4,67
16,82,81.4,81,6,77.9,68
16,63,72.6,79,8,59.8,63
17,97,75.4,61,8,92.1,68
23,76,89.2,98,8,72.2,69
26,76,83.2,88,8,72.2,66
18,72,70.2,69,8,68.4,64
25,78,85.8,91,8,74.1,69
21,70,64.6,61,6,66.5,62
19,75,66.6,61,5,71.2,65
19,92,90.8,90,7,87.4,70
24,93,84.0,78,8,88.4,72
22,72,75.6,78,5,68.4,66
34,79,79.0,79,7,75.0,70
15,95,71.6,56,9,90.2,67
23,62,65.0,67,7,58.9,65
17,96,85.8,79,9,91.2,68
15,69,64.8,62,9,65.6,62
20,87,79.8,75,7,82.6,68
21,83,80.0,78,6,78.8,69
38,82,91.0,97,6,77.9,72
19,94,74.8,62,7,89.3,65
13,64,68.8,72,5,60.8,63
22,74,89.0,99,5,70.3,68
8,82,68.2,59,4,77.9,62
19,92,90.2,89,7,87.4,69
20,69,63.0,59,10,65.6,65
25,92,92.6,93,4,87.4,74
26,76,74.8,74,7,72.2,70
17,68,86.6,99,7,64.6,65
19,90,71.4,59,7,85.5,70
15,64,76.0,84,9,60.8,59
13,81,83.4,85,6,77.0,63
22,63,76.8,86,4,59.8,64
12,74,62.6,55,6,70.3,63
18,84,72.0,64,6,79.8,67
14,82,73.0,67,4,77.9,65
23,76,70.0,66,7,72.2,67
31,77,81.2,84,5,73.1,73
12,69,59.4,53,7,65.6,64
9,78,83.4,87,6,74.1,65
19,98,84.8,76,5,93.1,72
20,94,73.0,59,8,89.3,72
21,66,63.0,61,7,62.7,66
17,61,57.4,55,7,58.0,62
19,97,82.6,73,8,92.1,68
22,81,80.4,80,7,77.0,67
26,82,80.2,79,7,77.9,69
8,91,95.2,98,6,86.4,67
18,73,68.2,65,5,69.4,63
21,79,84.4,88,7,75.0,65
14,99,91.2,86,6,94.0,71
30,87,66.6,53,8,82.6,70
16,66,84.6,97,7,62.7,68
20,65,84.2,97,8,61.8,65
23,68,69.2,70,6,64.6,68
16,91,79.0,71,5,86.4,69
9,72,83.4,91,10,68.4,62
17,61,69.4,75,7,58.0,62
26,98,93.2,90,8,93.1,72
18,67,58.0,52,5,63.6,64
15,60,61.8,63,7,57.0,58
26,69,60.6,55,9,65.6,66
18,69,71.4,73,5,65.6,64
17,77,86.6,93,10,73.1,68
21,97,85.6,78,7,92.1,69
25,95,83.6,76,6,90.2,71
34,78,72.0,68,8,74.1,71
25,76,62.2,53,9,72.2,67
27,82,85.6,88,6,77.9,71
17,70,75.4,79,6,66.5,64
14,62,83.0,97,7,58.9,62
20,98,82.4,72,8,93.1,70
21,67,68.8,70,7,63.6,63
14,68,86.6,99,8,64.6,66
19,79,65.8,57,8,75.0,65
22,80,69.8,63,7,76.0,69
22,61,68.8,74,6,58.0,63
23,66,72.0,76,7,62.7,64
22,75,76.2,77,10,71.2,66
17,87,71.4,61,7,82.6,67
17,69,85.2,96,9,65.6,66
13,77,81.8,85,6,73.1,65
31,82,70.6,63,7,77.9,72
20,96,77.4,65,8,91.2,70
19,73,85.6,94,9,69.4,67
14,65,67.4,69,9,61.8,64
38,80,78.8,78,5,76.0,72
14,90,69.6,56,9,85.5,65
17,64,63.4,63,10,60.8,62
22,77,73.4,71,6,73.1,67
24,61,74.2,83,6,58.0,64
26,61,62.8,64,7,58.0,63
31,79,90.4,98,7,75.0,72
23,72,65.4,61,6,68.4,66
14,94,91.0,89,5,89.3,70
18,84,74.4,68,9,79.8,66
22,78,86.4,92,6,74.1,70
32,76,88.0,96,6,72.2,67
12,80,67.4,59,7,76.0,64
27,62,69.8,75,5,58.9,67
21,96,73.2,58,5,91.2,72
25,100,91.0,85,6,95.0,72
19,67,82.0,92,8,63.6,68
15,65,67.4,69,7,61.8,64
25,66,68.4,70,4,62.7,66
24,86,70.4,60,9,81.7,68
26,86,73.4,65,8,81.7,66
20,94,77.2,66,7,89.3,70
16,90,70.8,58,7,85.5,70
11,78,70.2,65,8,74.1,62
25,85,91.0,95,10,80.8,69
23,88,74.8,66,8,83.6,69
14,81,70.8,64,7,77.0,66
17,79,73.0,69,5,75.0,68
17,86,93.2,98,7,81.7,71
11,82,85.6,88,8,77.9,64
15,86,70.4,60,7,81.7,67
13,85,86.8,88,6,80.8,68
18,89,88.4,88,8,84.6,67
16,86,93.2,98,6,81.7,68
10,81,89.4,95,8,77.0,69
32,87,67.8,55,6,82.6,71
28,78,75.0,73,4,74.1,68
15,70,79.0,85,6,66.5,65
22,60,83.4,99,7,57.0,63
23,82,65.2,54,8,77.9,65
27,84,74.4,68,8,79.8,72
15,99,84.6,75,5,94.0,67
27,74,72.2,71,7,70.3,69
17,76,74.2,73,6,72.2,67
12,68,68.0,68,6,64.6,64
24,63,84.6,99,6,59.8,62
28,91,90.4,90,7,86.4,71
36,70,80.2,87,10,66.5,70
13,84,76.2,71,10,79.8,64
24,88,91.6,94,6,83.6,69
18,79,64.6,55,7,75.0,65
25,95,72.2,57,7,90.2,73
11,78,90.0,98,7,74.1,64
12,71,75.2,78,8,67.4,64
15,96,73.2,58,7,91.2,70
20,94,95.8,97,6,89.3,70
16,67,86.2,99,9,63.6,64
24,61,80.8,94,5,58.0,64
26,64,62.8,62,7,60.8,66
24,71,66.8,64,5,67.4,66
30,99,81.6,70,5,94.0,74
22,82,80.2,79,8,77.9,69
13,75,90.0,100,6,71.2,67
28,96,97.2,98,4,91.2,73
16,78,88.8,96,6,74.1,66
25,73,61.6,54,6,69.4,67
29,98,92.0,88,5,93.1,75
23,94,94.0,94,8,89.3,73
11,94,77.8,67,5,89.3,67
14,80,68.6,61,6,76.0,65
28,92,89.0,87,7,87.4,71
19,67,59.8,55,6,63.6,63
20,83,91.4,97,6,78.8,68
25,99,74.4,58,6,94.0,72
24,72,72.6,73,5,68.4,67
22,92,96.2,99,6,87.4,71
19,80,91.4,99,8,76.0,67
18,62,78.2,89,6,58.9,66
25,91,91.6,92,7,86.4,72
23,67,85.6,98,9,63.6,64
18,85,91.6,96,8,80.8,68
26,63,73.8,81,5,59.8,65
19,98,91.4,87,8,93.1,74
15,72,76.8,80,9,68.4,65
15,69,72.6,75,6,65.6,63
14,65,82.4,94,5,61.8,65
18,98,91.4,87,6,93.1,70
27,88,91.0,93,7,83.6,71
15,90,69.0,55,8,85.5,66
21,80,79.4,79,6,76.0,69
16,79,71.2,66,4,75.0,67
18,64,71.2,76,5,60.8,64
11,82,81.4,81,8,77.9,67
19,70,83.2,92,10,66.5,67
19,99,70.8,52,7,94.0,70
23,92,71.6,58,9,87.4,71
21,77,88.4,96,5,73.1,68
13,66,85.2,98,6,62.7,65
27,91,68.2,53,4,86.4,70
21,65,66.2,67,8,61.8,64
21,68,57.2,50,6,64.6,67
20,68,80.0,88,8,64.6,63
17,82,83.2,84,6,77.9,65
21,91,83.2,78,10,86.4,70
23,73,80.2,85,10,69.4,67
10,63,71.4,77,4,59.8,60
17,79,68.8,62,8,75.0,64
18,90,88.8,88,6,85.5,65
22,69,81.0,89,8,65.6,64
27,69,83.4,93,5,65.6,67
15,98,98.0,98,9,93.1,71
17,98,91.4,87,9,93.1,69
17,100,71.8,53,5,95.0,70
15,92,67.4,51,7,87.4,69
18,68,79.4,87,7,64.6,69
25,68,59.0,53,8,64.6,64
14,74,69.2,66,7,70.3,63
23,73,63.4,57,8,69.4,67
10,98,98.0,98,7,93.1,66
17,92,76.4,66,8,87.4,69
18,89,67.4,53,5,84.6,69
30,67,85.0,97,7,63.6,69
18,96,86.4,80,9,91.2,72
7,93,68.4,52,9,88.4,65
8,67,82.0,92,7,63.6,63
20,95,72.8,58,7,90.2,69
24,71,82.4,90,9,67.4,69
22,63,73.2,80,7,59.8,64
21,86,69.8,59,9,81.7,69
27,86,87.2,88,7,81.7,72
17,64,69.4,73,7,60.8,62
25,73,78.4,82,5,69.4,66
10,100,95.8,93,5,95.0,65
15,87,72.6,63,8,82.6,69
9,89,76.4,68,10,84.6,65
18,69,87.6,100,7,65.6,67
20,63,70.2,75,7,59.8,63
21,71,75.2,78,9,67.4,66
20,70,66.4,64,8,66.5,61
14,69,70.2,71,4,65.6,64
19,68,72.2,75,8,64.6,64
11,83,71.0,63,5,78.8,65
28,73,66.4,62,7,69.4,68
18,93,85.2,80,6,88.4,69
17,67,62.2,59,6,63.6,61
30,79,78.4,78,7,75.0,72
13,61,75.4,85,8,58.0,61
13,79,67.6,60,7,75.0,66
13,62,77.0,87,9,58.9,60
20,99,80.4,68,9,94.0,69
23,92,96.8,100,9,87.4,72
24,80,91.4,99,7,76.0,69
35,63,79.2,90,6,59.8,71
7,84,73.8,67,7,79.8,64
24,90,94.2,97,9,85.5,71
17,68,87.2,100,9,64.6,64
16,83,77.0,73,4,78.8,67
16,93,85.8,81,7,88.4,67
15,91,66.4,50,4,86.4,66
30,92,68.0,52,7,87.4,73
25,95,83.0,75,6,90.2,73
20,98,87.2,80,6,93.1,70
28,76,70.0,66,8,72.2,70
11,83,66.2,55,6,78.8,62
12,92,90.2,89,7,87.4,68
7,88,77.8,71,6,83.6,65
16,100,89.2,82,7,95.0,73
21,61,74.2,83,8,58.0,65
21,74,75.8,77,6,70.3,66
21,71,63.8,59,8,67.4,64
12,70,76.6,81,7,66.5,63
25,69,67.2,66,7,65.6,62
21,88,89.8,91,6,83.6,70
24,63,61.2,60,8,59.8,65
9,90,75.0,65,8,85.5,64
22,88,78.4,72,7,83.6,70
13,70,80.2,87,7,66.5,62
18,70,79.6,86,8,66.5,67
23,85,74.2,67,8,80.8,66
21,90,81.6,76,7,85.5,74
15,95,75.2,62,9,90.2,69
20,94,91.0,89,8,89.3,70
11,99,75.6,60,10,94.0,68
27,83,87.8,91,5,78.8,70
19,96,96.6,97,8,91.2,71
27,92,96.8,100,9,87.4,73
17,96,94.2,93,9,91.2,69
17,60,60.6,61,7,57.0,61
15,99,82.2,71,5,94.0,68
25,79,64.0,54,9,75.0,66
16,92,71.6,58,6,87.4,67
24,65,57.2,52,7,61.8,64
18,76,79.6,82,10,72.2,67
8,71,74.6,77,5,67.4,61
17,72,86.4,96,8,68.4,65
13,65,69.8,73,6,61.8,62
20,92,86.0,82,6,87.4,69
13,60,66.0,70,7,57.0,61
